B,cv,L2error
36.0,0.0063190369118984666,0.06876108002894767
76.89924634393253,0.0024326459205297013,0.029181428125123282
164.2637246740228,0.0017617360871874546,0.01304032933040729
350.8821285855439,0.0016290381914975624,0.0061517279582623775
749.5158678828649,0.00160840027942786,0.004319092664723135
1601.0334823058568,0.0016172363186000697,0.005262393659778423
3419.951893353393,0.0016479357351797883,0.007512804749805843
7305.325642538366,0.001717838086768468,0.011067377980761187
15604.834339116796,0.001890823566054051,0.01737938034531447
33333.333333333336,0.0023921989447785643,0.02947460563192382
