B,cv,L2error
36.0,0.0017889996034471784,0.014013412433702145
76.89924634393253,0.0016214360311883546,0.0055083488644971975
164.2637246740228,0.0015956954533922264,0.0024076682383940957
350.8821285855439,0.001596163435422788,0.002471654699083223
749.5158678828649,0.0016019920990854783,0.00361622508268115
1601.0334823058568,0.001616092814666454,0.005057769992085447
3419.951893353393,0.0016460388655157138,0.007475327589432155
7305.325642538366,0.001716559211095757,0.010969431991447644
15604.834339116796,0.0018852387309218964,0.017068172690109597
33333.333333333336,0.0023951367304417786,0.028475928322123117
